SPUD_DATE,API,OGO_NUM,OPERATOR,REGION,COUNTY,MUNICIPALITY,FARM_NAME,WELL_CODE_DESC,WELL_STATUS,LATITUDE,LONGITUDE,CONFIGURATION,UNCONVENTIONAL
9/6/2007,059-24386,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Dunkard Twp,MATTHEWS 31,GAS,Active,39.725967,-79.997212,Vertical Well,Yes
9/7/2007,047-23932,OGO-37268,EOG RESOURCES INC,EP DOGO NWDO Dstr Off,Elk,Jay Twp,CHARLES LEASGANG 1V,GAS,Regulatory Inactive Status,41.350174,-78.536352,Horizontal Well,Yes
9/11/2007,125-22882,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Mount Pleasant Twp,HERMAN P UNIT 3,GAS,Active,40.299078,-80.296553,Vertical Well,Yes
9/12/2007,125-22874,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,JOHNSTON CHARLES UNIT 2A,GAS,Active,40.276439,-80.234829,Vertical Well,Yes
9/12/2007,019-21502,OGO-39487,EM ENERGY PA LLC,EP DOGO NWDO Dstr Off,Butler,Clearfield Twp,MCCREA 1,GAS,Active,40.864501,-79.707545,Vertical Well,Yes
9/20/2007,125-22831,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Mount Pleasant Twp,ALEXANDER UNIT 3,GAS,Active,40.291606,-80.311831,Horizontal Well,Yes
9/20/2007,019-21446,OGO-61625,WILLIAM MCINTIRE COAL OIL & GAS,EP DOGO NWDO Dstr Off,Butler,Franklin Twp,HUFF 3,GAS,Active,40.928187,-80.035123,Vertical Well,Yes
9/24/2007,047-23983,OGO-37268,EOG RESOURCES INC,EP DOGO NWDO Dstr Off,Elk,Jay Twp,MICHAEL PICHLER 1H,GAS,Active,41.350813,-78.539713,Horizontal Well,Yes
9/25/2007,125-22636,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Mount Pleasant Twp,COOPER CHARLES 4,GAS,Plugged OG Well,40.314411,-80.321527,Vertical Well,Yes
9/25/2007,115-20008,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,GREENWOOD 1,GAS,Active,41.751107,-75.868131,Vertical Well,Yes
9/30/2007,081-20059,OGO-39315,EXCO RESOURCES PA LLC,EP DOGO NCDO Dstr Off,Lycoming,Watson Twp,MAGUIRE UNIT 1,GAS,Active,41.253377,-77.289456,Vertical Well,Yes
10/1/2007,051-21331,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Fayette,Lower Tyrone Twp,GENERAL REFRACTORIES UNIT 5,GAS,Active,40.084257,-79.709018,Vertical Well,Yes
10/3/2007,125-22900,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Mount Pleasant Twp,PEACOCK UNIT 1H,GAS,Active,40.2838,-80.297747,Horizontal Well,Yes
10/5/2007,059-24458,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Dunkard Twp,MATHEWS 33,GAS,Active,39.732889,-80.00222,Vertical Well,Yes
10/9/2007,019-21481,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,Butler,Slippery Rock Twp,WEST 1,COMB. OIL&GAS,Active,41.080558,-80.027047,Vertical Well,Yes
10/11/2007,059-24338,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,BIDDLE 12,GAS,Active,39.912576,-79.961852,Vertical Well,Yes
10/16/2007,081-20057,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO NCDO Dstr Off,Lycoming,Cummings Twp,OGONTZ FISHING CLUB 1,GAS,Active,41.321727,-77.29795,Vertical Well,Yes
10/16/2007,105-21391,OGO-10375,JJ BUCHER PRODUCING CORP,EP DOGO NCDO Dstr Off,Potter,Roulette Twp,COLUSSY YX201,GAS,Active,41.780097,-78.142968,Vertical Well,Yes
10/17/2007,081-20060,OGO-39315,EXCO RESOURCES PA LLC,EP DOGO NCDO Dstr Off,Lycoming,Mifflin Twp,SPOTTS UNIT 1,GAS,Active,41.274805,-77.266705,Vertical Well,Yes
10/20/2007,047-23931,OGO-37268,EOG RESOURCES INC,EP DOGO NWDO Dstr Off,Elk,Saint Marys City,ST MARYS SPORTSMENS CLUB 1V,GAS,Regulatory Inactive Status,41.493367,-78.59452,Vertical Well,Yes
10/22/2007,115-20009,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Susquehanna,Rush Twp,LARUE 1A,GAS,Active,41.794946,-76.032075,Vertical Well,Yes
10/24/2007,059-24489,OGO-39307,CHEVRON APPALACHIA LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,CONSOL USX 13,GAS,Active,39.942481,-79.982558,Horizontal Well,Yes
10/29/2007,105-21392,OGO-10375,JJ BUCHER PRODUCING CORP,EP DOGO NCDO Dstr Off,Potter,Roulette Twp,KAPLE YX202,GAS,Active,41.787142,-78.167435,Vertical Well,Yes
10/31/2007,129-27145,OGO-2239,DOMINION TRANS INC,EP DOGO SWDO Dstr Off,Westmoreland,Hempfield Twp,MARIAN LASKOWSKI 6,GAS,Active,40.296429,-79.629117,Vertical Well,Yes
11/2/2007,081-20058,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO NCDO Dstr Off,Lycoming,Lycoming Twp,ULMER UNIT 1,GAS,Plugged OG Well,41.314171,-77.141862,Vertical Well,Yes
11/4/2007,129-27089,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,BAUGHMAN 1,GAS,Active,40.247716,-79.76073,Vertical Well,Yes
11/7/2007,125-22799,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Mount Pleasant Twp,MITCHELL JAMES UNIT 2H,GAS,Active,40.271828,-80.29822,Horizontal Well,Yes
11/8/2007,051-23687,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Redstone Twp,SKOVRAN 22,GAS,Active,39.93402,-79.863496,Vertical Well,Yes
11/12/2007,125-22942,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,PAXTON WILLIAM UNIT 1H-A,GAS,Active,40.254467,-80.248274,Horizontal Well,Yes
11/13/2007,111-20265,OGO-39006,SAMSON RES CO,EP DOGO SWDO Dstr Off,Somerset,Allegheny Twp,MOWRY 2,GAS,Plugged OG Well,39.928301,-78.775796,Vertical Well,Yes
11/13/2007,051-23573,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Washington Twp,ORR 33,GAS,Active,40.115637,-79.799468,Vertical Well,Yes
11/26/2007,047-23938,OGO-37268,EOG RESOURCES INC,EP DOGO NWDO Dstr Off,Elk,Saint Marys City,D CASKEY 1H,GAS,Plugged OG Well,41.497478,-78.592159,Vertical Well,Yes
11/28/2007,019-21522,OGO-2839,DL RESOURCES INC,EP DOGO NWDO Dstr Off,Butler,Oakland Twp,HAUGH 1,GAS,Active,40.890757,-79.792231,Vertical Well,Yes
11/28/2007,105-21404,OGO-63025,PA GEN ENERGY CO LLC,EP DOGO NCDO Dstr Off,Potter,Pleasant Valley Twp,FISK HOLLOW 2059,GAS,Plugged OG Well,41.845363,-78.155915,Vertical Well,Yes
12/2/2007,129-27169,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,ANGELCYK 6,GAS,Active,40.233633,-79.75673,Vertical Well,Yes
12/6/2007,059-24492,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Dunkard Twp,MATHEWS 35,GAS,Active,39.727178,-79.981042,Vertical Well,Yes
12/10/2007,125-22885,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Blaine Twp,ZAPPI CONSTANCE 1,GAS,Active,40.179635,-80.406501,Vertical Well,Yes
12/13/2007,125-22941,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Mount Pleasant Twp,GULLA UNIT 10H,GAS,Active,40.274,-80.318361,Horizontal Well,Yes
12/16/2007,125-22752,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,JOHNSTON CHARLES UNIT 5H,GAS,Active,40.28355,-80.227356,Horizontal Well,Yes
12/18/2007,019-21476,OGO-33314,BLX INC,EP DOGO NWDO Dstr Off,Butler,Allegheny Twp,R BLAUSER TRUST 1 516,GAS,Active,41.122804,-79.753513,Vertical Well,Yes
12/27/2007,051-23718,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,German Twp,KOLENCIK 2,GAS,Active,39.863693,-79.830117,Vertical Well,Yes
12/27/2007,083-52928,OGO-63025,PA GEN ENERGY CO LLC,EP DOGO NWDO Dstr Off,McKean,Norwich Twp,WARRANT 2716 2071,GAS,Plugged OG Well,41.637466,-78.370143,Horizontal Well,Yes
12/28/2007,059-24480,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Dunkard Twp,MATHEWS 36,GAS,Active,39.722017,-79.981075,Vertical Well,Yes
12/28/2007,059-24342,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,BIDDLE 22,GAS,Active,39.903526,-79.960068,Vertical Well,Yes
12/30/2007,059-24573,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Greene,Center Twp,CONSOL PENNSYLVANIA COAL CO CNX-1,GAS,Active,39.898282,-80.291812,Vertical Well,Yes
1/3/2008,051-23754,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Dunbar Twp,PALANKEY 2,GAS,Active,40.009466,-79.628482,Vertical Well,Yes
1/3/2008,129-27200,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,HUBER 14,GAS,Active,40.242383,-79.754591,Vertical Well,Yes
1/9/2008,081-20062,OGO-39315,EXCO RESOURCES PA LLC,EP DOGO NCDO Dstr Off,Lycoming,Penn Twp,KENSINGER UNIT 1,GAS,Active,41.264838,-76.62828,Vertical Well,Yes
1/11/2008,051-23688,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Redstone Twp,SKOVRAN 23,GAS,Active,39.933417,-79.859337,Vertical Well,Yes
1/13/2008,125-22897,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,PAXTON ISAAC UNIT 5H-A,GAS,Active,40.274411,-80.253635,Horizontal Well,Yes
1/16/2008,059-24387,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Dunkard Twp,MATTHEWS 32A,GAS,Active,39.723887,-79.994378,Vertical Well,Yes
1/20/2008,033-26518,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Clearfield,Lawrence Twp,PUNXSUTAWNEY HUNTING CLUB 2H,GAS,Active,41.163787,-78.460239,Horizontal Well,Yes
1/21/2008,129-26836,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,HUNTER 11,GAS,Active,40.211133,-79.71184,Vertical Well,Yes
1/22/2008,129-26838,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,HUNTER 13,GAS,Active,40.209355,-79.708673,Vertical Well,Yes
1/23/2008,059-24585,OGO-61555,EQT PRODUCTION CO,EP DOGO SWDO Dstr Off,Greene,Morris Twp,W L HOPKINS 590004,GAS,Active,39.941471,-80.264303,Horizontal Well,Yes
1/27/2008,051-23727,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Dunbar Twp,MASTERBRAY 1,GAS,Active,39.971983,-79.654544,Vertical Well,Yes
1/31/2008,129-26883,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,Sewickley Twp,FULMER UNIT 10,GAS,Active,40.224494,-79.713201,Vertical Well,Yes
2/1/2008,059-24353,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,BIDDLE 14,GAS,Active,39.911062,-79.958418,Vertical Well,Yes
2/3/2008,059-24562,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Greene,Monongahela Twp,HOWARD 9H,GAS,Active,39.810694,-79.967405,Horizontal Well,Yes
2/6/2008,059-24584,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,BOORD 6B,GAS,Active,39.869241,-79.98495,Vertical Well,Yes
2/7/2008,129-26882,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,Sewickley Twp,FULMER UNIT 11,GAS,Active,40.222439,-79.710312,Vertical Well,Yes
2/7/2008,019-21464,OGO-68325,RE GAS DEV LLC,EP DOGO NWDO Dstr Off,Butler,Jackson Twp,BAME J 1,GAS,Plugged OG Well,40.804636,-80.076044,Vertical Well,Yes
2/8/2008,059-24363,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,BECK 5,GAS,Active,39.937479,-79.96211,Vertical Well,Yes
2/12/2008,059-24558,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,WHIPKEY 8,GAS,Active,39.894807,-80.000036,Vertical Well,Yes
2/12/2008,105-21409,OGO-63845,GUARDIAN EXPLORATION LLC,EP DOGO NCDO Dstr Off,Potter,Roulette Twp,YENTZER YX204,GAS,Plugged OG Well,41.807316,-78.121378,Horizontal Well,Yes
2/14/2008,129-27316,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,SHUPE 3,GAS,Active,40.2378,-79.757508,Vertical Well,Yes
2/20/2008,019-21448,OGO-68325,RE GAS DEV LLC,EP DOGO NWDO Dstr Off,Butler,Connoquenessing Twp,REEDY D 2,GAS,Active,40.831866,-80.038331,Vertical Well,Yes
2/20/2008,081-20063,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO NCDO Dstr Off,Lycoming,Cogan House Twp,MCWILLIAMS UNIT 1H,GAS,Active,41.37467,-77.1345,Horizontal Well,Yes
2/21/2008,125-23007,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,LITTLE UNIT 1H,GAS,Active,40.255661,-80.23719,Horizontal Well,Yes
2/21/2008,125-22899,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,PAXTON ISAAC UNIT 7,GAS,Active,40.271134,-80.252107,Vertical Well,Yes
2/21/2008,015-20081,OGO-66610,SOUTHWESTERN ENERGY PROD CO,EP DOGO NCDO Dstr Off,Bradford,Herrick Twp,GREENZWEIG 1,GAS,Active,41.786605,-76.23091,Vertical Well,Yes
2/22/2008,059-24484,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Dunkard Twp,HOLBERT 6,GAS,Active,39.732506,-80.013179,Vertical Well,Yes
2/24/2008,129-27281,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,DONEY 12,GAS,Active,40.192744,-79.716729,Vertical Well,Yes
2/26/2008,125-23023,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Mount Pleasant Twp,COWDEN UNIT 1H,GAS,Active,40.330105,-80.281747,Horizontal Well,Yes
2/26/2008,115-20010,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,TEEL 2,GAS,Active,41.717291,-75.87904,Vertical Well,Yes
3/1/2008,059-24642,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Dunkard Twp,MATHEWS  37,GAS,Active,39.733756,-79.987414,Vertical Well,Yes
3/3/2008,059-24577,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,BOORD 7,GAS,Active,39.865093,-79.983652,Vertical Well,Yes
3/4/2008,129-27282,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,DONEY 13,GAS,Active,40.1923,-79.712756,Vertical Well,Yes
3/4/2008,117-20264,OGO-67805,SWEPI LP,EP DOGO NCDO Dstr Off,Tioga,Charleston Twp,AVERY A 212 1H,GAS,Active,41.786842,-77.18475,Horizontal Well,Yes
3/6/2008,005-29610,OGO-38602,MDS ENERGY LTD,EP DOGO SWDO Dstr Off,Armstrong,Manor Twp,GARY L WARNER ETUX 3-78,GAS,Active,40.782821,-79.50492,Vertical Well,Yes
3/7/2008,015-20079,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Bradford,Springfield Twp,PIERCE 1V,GAS,Regulatory Inactive Status,41.86122,-76.697761,Vertical Well,Yes
3/10/2008,059-24482,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,BIDDLE 27,GAS,Active,39.909784,-79.968521,Vertical Well,Yes
3/10/2008,015-20080,OGO-37268,EOG RESOURCES INC,EP DOGO NCDO Dstr Off,Bradford,Springfield Twp,HOUSEKNECHT 2H,GAS,Active,41.85797,-76.692066,Horizontal Well,Yes
3/11/2008,115-20022,OGO-65420,CHESAPEAKE APPALACHIA LLC,EP DOGO NCDO Dstr Off,Susquehanna,Rush Twp,EPSILON LARUE 1H,GAS,Active,41.794944,-76.032259,Horizontal Well,Yes
3/12/2008,125-23056,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,PAXTON ISAAC  6,GAS,Active,40.274411,-80.253579,Horizontal Well,Yes
3/13/2008,129-27280,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,DONEY 11,GAS,Active,40.194328,-79.720562,Vertical Well,Yes
3/13/2008,081-20069,OGO-39315,EXCO RESOURCES PA LLC,EP DOGO NCDO Dstr Off,Lycoming,Mifflin Twp,SPOTTS UNIT 2H,GAS,Active,41.274594,-77.267033,Horizontal Well,Yes
3/14/2008,059-24559,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,GROVES 7,GAS,Active,39.885874,-80.007384,Vertical Well,Yes
3/16/2008,129-27165,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,ELLINGSON 2,GAS,Active,40.187439,-79.747619,Vertical Well,Yes
3/20/2008,059-24659,OGO-61555,EQT PRODUCTION CO,EP DOGO SWDO Dstr Off,Greene,Morris Twp,W L HOPKINS 590003,GAS,Active,39.941304,-80.264275,Horizontal Well,Yes
3/20/2008,129-26870,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,Sewickley Twp,MALIK 4,GAS,Active,40.227939,-79.712729,Vertical Well,Yes
3/21/2008,059-24442,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Monongahela Twp,GIDEON 4,GAS,Active,39.850718,-79.963044,Vertical Well,Yes
3/21/2008,047-24020,OGO-67805,SWEPI LP,EP DOGO NWDO Dstr Off,Elk,Jones Twp,REETZ 2072,GAS,Regulatory Inactive Status,41.570767,-78.629849,Vertical Well,Yes
3/22/2008,059-24394,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,SWARTZ 4,GAS,Active,39.906429,-79.945243,Vertical Well,Yes
3/26/2008,081-20067,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO NCDO Dstr Off,Lycoming,Cummings Twp,OGONTZ FISHING CLUB 3H,GAS,Active,41.323227,-77.291728,Horizontal Well,Yes
3/27/2008,027-21452,OGO-39315,EXCO RESOURCES PA LLC,EP DOGO NCDO Dstr Off,Centre,Burnside Twp,LITKE 1H-A,GAS,Active,41.091134,-77.969332,Horizontal Well,Yes
3/27/2008,115-20034,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,ELY 4H,GAS,Active,41.724333,-75.871429,Vertical Well,Yes
3/28/2008,125-23040,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,JOHNSTON CHARLES UNIT 8H,GAS,Active,40.277133,-80.239968,Horizontal Well,Yes
3/28/2008,027-21453,OGO-39315,EXCO RESOURCES PA LLC,EP DOGO NCDO Dstr Off,Centre,Burnside Twp,LITKE 2H,GAS,Active,41.091156,-77.969368,Horizontal Well,Yes
3/29/2008,059-24620,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Dunkard Twp,LILLY 28,GAS,Active,39.721901,-79.961716,Vertical Well,Yes
3/29/2008,059-24606,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Monongahela Twp,BURCHIANTI 24,GAS,Active,39.852077,-79.968358,Vertical Well,Yes
3/31/2008,129-27277,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,MARKLE 13,GAS,Active,40.202633,-79.74123,Vertical Well,Yes
4/3/2008,115-20031,OGO-66610,SOUTHWESTERN ENERGY PROD CO,EP DOGO NCDO Dstr Off,Susquehanna,Lenox Twp,PRICE 1,GAS,Plugged OG Well,41.718879,-75.655802,Vertical Well,Yes
4/5/2008,059-24424,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Cumberland Twp,BURCHIANTI 6,GAS,Active,39.857046,-79.986736,Vertical Well,Yes
4/5/2008,051-23926,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Redstone Twp,SZUHAY 5,GAS,Active,39.958622,-79.83427,Vertical Well,Yes
4/5/2008,129-27331,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,SKOKUT 2A,GAS,Active,40.171384,-79.75723,Vertical Well,Yes
4/5/2008,125-23048,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Blaine Twp,ZAPPI CONSTANCE UNIT 2H,GAS,Active,40.178968,-80.410946,Horizontal Well,Yes
4/7/2008,117-20197,OGO-63815,TALISMAN ENERGY USA INC,EP DOGO NCDO Dstr Off,Tioga,Jackson Twp,ROOT 1,GAS,Active,41.984134,-77.026332,Horizontal Well,Yes
4/9/2008,059-24518,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Greene,Aleppo Twp,JAMES A STEPP 6A,GAS,Active,39.807403,-80.415758,Vertical Well,Yes
4/9/2008,083-53293,OGO-66455,ATLAS RESOURCES LLC,EP DOGO NWDO Dstr Off,McKean,Corydon Twp,MALLORY WARRANT 4874 101,GAS,Active,41.948475,-78.792314,Vertical Well,Yes
4/10/2008,125-23008,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,DUNN JOHN UNIT 1H,GAS,Active,40.243828,-80.279191,Horizontal Well,Yes
4/10/2008,125-23041,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,JOHNSTON CHARLES UNIT 9H,GAS,Active,40.277133,-80.239912,Horizontal Well,Yes
4/12/2008,059-24612,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Monongahela Twp,BURCHIANTI 33,GAS,Active,39.83723,-79.97098,Vertical Well,Yes
4/12/2008,125-23130,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,DUNN JOHN UNIT 2H,GAS,Active,40.243828,-80.279219,Horizontal Well,Yes
4/13/2008,051-23960,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,German Twp,PRAH 2A,GAS,Active,39.916265,-79.868501,Vertical Well,Yes
4/13/2008,081-20061,OGO-39315,EXCO RESOURCES PA LLC,EP DOGO NCDO Dstr Off,Lycoming,Mifflin Twp,STROBLE UNIT 1,GAS,Active,41.270575,-77.278802,Vertical Well,Yes
4/14/2008,019-21554,OGO-33314,BLX INC,EP DOGO NWDO Dstr Off,Butler,Allegheny Twp,S SHEPPECK 1 207 22,GAS,Active,41.13399,-79.747335,Vertical Well,Yes
4/18/2008,115-20041,OGO-10897,CABOT OIL & GAS CORP,EP DOGO NCDO Dstr Off,Susquehanna,Dimock Twp,ELY 6H,GAS,Active,41.724238,-75.871351,Horizontal Well,Yes
4/21/2008,059-24661,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Greene,Greene Twp,HARDIE UNIT 2H-A,GAS,Active,39.815125,-80.00455,Horizontal Well,Yes
4/21/2008,059-24719,OGO-37312,CNX GAS CO LLC,EP DOGO SWDO Dstr Off,Greene,Center Twp,CONSOL PENNYSLVANIA COAL CO CNX-4,GAS,Active,39.887871,-80.29379,Vertical Well,Yes
4/21/2008,019-21494,OGO-38958,XTO ENERGY INC,EP DOGO NWDO Dstr Off,Butler,Summit Twp,KOZIK BROS CONST INC 2,GAS,Active,40.847568,-79.837178,Vertical Well,Yes
4/22/2008,051-23961,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Fayette,Redstone Twp,KESLAR 9,GAS,Active,39.941509,-79.863682,Vertical Well,Yes
4/23/2008,125-23032,OGO-60915,RANGE RESOURCES APPALACHIA LLC,EP DOGO SWDO Dstr Off,Washington,Chartiers Twp,HOSKINS JUNE UNIT 2H-A,GAS,Active,40.248606,-80.263163,Horizontal Well,Yes
4/25/2008,059-24701,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Greene,Jefferson Twp,MACK 7,GAS,Active,39.93404,-80.029573,Vertical Well,Yes
4/25/2008,129-27279,OGO-66455,ATLAS RESOURCES LLC,EP DOGO SWDO Dstr Off,Westmoreland,South Huntingdon Twp,BRANTHOOVER 11,GAS,Active,40.200883,-79.730118,Vertical Well,Yes
4/25/2008,019-21553,OGO-33314,BLX INC,EP DOGO NWDO Dstr Off,Butler,Allegheny Twp,F ROSS 1 441,GAS,Active,41.113621,-79.740298,Vertical Well,Yes
4/25/2008,081-20091,OGO-39315,EXCO RESOURCES PA LLC,EP DOGO NCDO Dstr Off,Lycoming,Anthony Twp,POOR SHOT UNIT 1H,GAS,Active,41.329565,-77.167427,Horizontal Well,Yes
4/25/2008,081-20092,OGO-39315,EXCO RESOURCES PA LLC,EP DOGO NCDO Dstr Off,Lycoming,Anthony Twp,POOR SHOT EAST UNIT 1H,GAS,Active,41.335286,-77.164677,Horizontal Well,Yes
4/28/2008,129-27422,OGO-2239,DOMINION TRANS INC,EP DOGO SWDO Dstr Off,Westmoreland,Hempfield Twp,MARIAN LASKOWSKI 7,GAS,Active,40.29436,-79.625328,Vertical Well,Yes
